provider_id,name,city,state,latitude,longitude,specialty,secondary_specialty,specialty_category,experience_years,service_cost,wait_time_days,patient_rating,risk_rate,certified,background_check_passed,network_type,capacity,telehealth_available,hospital_affiliation,CMS_quality_score,region,target,keep_prob
P01783,Provider_1783,City_183,PA,41.3033,-77.0945,Psychiatry,Psychiatry,Specialty Care,10,250,43,3.25,0.55,False,True,In-network,166,True,Hospital_83,2.49,North,1,0.9995641
P01784,Provider_1784,City_184,WA,47.9011,-120.5901,Urology,Orthopedics,Specialty Care,21,380,34,1.28,0.4,False,True,Out-of-network,235,False,Hospital_84,3.07,North,1,0.9998615
P01785,Provider_1785,City_185,NV,39.0026,-116.2194,General Practice,Ophthalmology,Primary Care,9,100,30,2.34,0.81,True,True,Out-of-network,397,True,Hospital_85,3.4,East,1,0.9998802
P01786,Provider_1786,City_186,WA,48.0011,-120.4901,Neurology,Psychiatry,Specialty Care,37,450,38,4.25,0.18,True,False,Out-of-network,400,True,Hospital_86,3.81,East,1,0.9988501
P01787,Provider_1787,City_187,CO,39.8501,-105.4821,General Practice,ENT,Primary Care,31,100,37,3.64,0.35,False,False,In-network,86,False,Hospital_87,4.56,West,1,0.9998622
P01788,Provider_1788,City_188,GA,32.5156,-82.5501,Pediatrics,Orthopedics,Primary Care,40,150,60,2.24,0.08,False,True,In-network,175,False,Hospital_88,1.03,North,1,0.99945515
P01789,Provider_1789,City_189,TX,32.3686,-99.5018,Orthopedics,Urology,Surgical,6,400,16,1.26,0.09,True,False,Out-of-network,493,False,Hospital_89,4.74,South,1,0.999851
P01790,Provider_1790,City_190,NC,36.2096,-78.5693,Pediatrics,Pediatrics,Primary Care,19,150,41,4.4,0.91,True,True,In-network,474,False,Hospital_90,4.76,North,1,0.9998808
P01791,Provider_1791,City_191,WA,47.7511,-120.7401,General Practice,Endocrinology,Primary Care,32,100,33,2.96,0.93,True,True,In-network,309,True,Hospital_91,1.91,South,1,0.99952865
P01792,Provider_1792,City_192,CO,39.6001,-105.7321,Gastroenterology,Gastroenterology,Specialty Care,25,420,23,1.21,0.03,True,False,Out-of-network,190,True,Hospital_92,1.36,East,1,0.99945515
P01793,Provider_1793,City_193,PA,41.3033,-77.0945,Gastroenterology,Psychiatry,Specialty Care,22,420,39,4.82,0.42,True,False,Out-of-network,180,False,Hospital_93,3.92,North,1,0.9998622
P01794,Provider_1794,City_194,AZ,34.1989,-110.9437,Endocrinology,Psychiatry,Specialty Care,7,400,15,2.37,0.09,True,True,In-network,261,True,Hospital_94,1.53,South,1,0.99945515
P01795,Provider_1795,City_195,NV,39.0026,-116.2194,Ophthalmology,Endocrinology,Specialty Care,33,180,21,1.4,0.28,False,False,Out-of-network,50,True,Hospital_95,3.73,West,1,0.9998615
P01796,Provider_1796,City_196,NV,39.0526,-116.1694,ENT,Cardiology,Specialty Care,22,220,19,1.77,0.63,True,False,Out-of-network,481,False,Hospital_96,4.24,North,1,0.9998802
P01797,Provider_1797,City_197,NY,43.5994,-73.9179,Psychiatry,Pediatrics,Specialty Care,40,250,41,4.13,0.03,True,False,Out-of-network,491,False,Hospital_97,2.68,South,1,0.999603
P01798,Provider_1798,City_198,FL,28.3444,-81.4103,Neurology,Endocrinology,Specialty Care,14,450,45,3.16,0.31,False,False,In-network,245,False,Hospital_98,1.61,North,0,0.002289136
P01799,Provider_1799,City_199,TX,32.3686,-99.5018,Neurology,Orthopedics,Specialty Care,7,450,11,1.23,0.22,False,False,In-network,59,False,Hospital_99,1.26,West,0,0.002277519
P01800,Provider_1800,City_200,NY,43.7494,-73.7679,ENT,Endocrinology,Specialty Care,9,220,57,2.21,0.17,False,False,Out-of-network,191,True,Hospital_100,4.11,West,1,0.9998615
P01801,Provider_1801,City_1,TX,31.9686,-99.9018,ENT,Orthopedics,Specialty Care,3,220,38,4.85,0.44,False,False,In-network,108,True,Hospital_1,3.46,South,1,0.9998622
P01802,Provider_1802,City_2,MA,42.4572,-71.3324,Cardiology,Orthopedics,Specialty Care,12,500,45,2.72,0.31,False,True,Out-of-network,147,True,Hospital_2,2.15,East,0,0.002277519
P01803,Provider_1803,City_3,PA,41.3033,-77.0945,Ophthalmology,ENT,Specialty Care,34,180,45,3.83,0.46,True,True,In-network,465,False,Hospital_3,2.33,South,1,0.9994167
P01804,Provider_1804,City_4,NY,43.4494,-74.0679,Orthopedics,Psychiatry,Surgical,30,400,39,4.66,0.01,True,False,Out-of-network,201,True,Hospital_4,2.85,South,1,0.9997155
P01805,Provider_1805,City_5,WA,47.9511,-120.5401,ENT,Ophthalmology,Specialty Care,33,220,44,4.22,0.82,False,True,Out-of-network,179,False,Hospital_5,2.8,South,1,0.9997713
P01806,Provider_1806,City_6,PA,41.4533,-76.9445,Neurology,Psychiatry,Specialty Care,22,450,28,1.71,0.92,True,True,Out-of-network,276,True,Hospital_6,1.91,West,0,0.002837918
P01807,Provider_1807,City_7,CA,37.0783,-119.1179,Endocrinology,Neurology,Specialty Care,19,400,15,1.18,0.1,True,True,Out-of-network,154,True,Hospital_7,2.51,East,1,0.99945515
P01808,Provider_1808,City_8,MI,44.6648,-85.2524,Psychiatry,Gastroenterology,Specialty Care,29,250,15,4.82,0.04,True,True,In-network,277,False,Hospital_8,2.62,South,1,0.9996319
P01809,Provider_1809,City_9,MI,44.7148,-85.2024,Cardiology,Pediatrics,Specialty Care,25,500,55,2.77,0.81,False,True,Out-of-network,319,True,Hospital_9,2.36,West,0,0.0026315362
P01810,Provider_1810,City_10,NY,43.7494,-73.7679,Dermatology,Orthopedics,Specialty Care,20,200,38,4.33,0.12,True,True,Out-of-network,306,True,Hospital_10,3.95,South,1,0.9998517
P01811,Provider_1811,City_11,NC,35.7596,-79.0193,Gastroenterology,ENT,Specialty Care,39,420,19,1.81,0.03,False,False,In-network,88,False,Hospital_11,1.89,East,1,0.99945515
P01812,Provider_1812,City_12,TX,32.0186,-99.8518,General Practice,Ophthalmology,Primary Care,33,100,16,4.6,0.94,True,True,In-network,438,True,Hospital_12,4.99,North,1,0.9998808
P01813,Provider_1813,City_13,IL,40.7331,-89.2985,Gastroenterology,Orthopedics,Specialty Care,37,420,8,1.73,0.7,True,False,Out-of-network,334,True,Hospital_13,4.11,North,1,0.9998802
P01814,Provider_1814,City_14,MI,44.4648,-85.4524,Endocrinology,Gastroenterology,Specialty Care,4,400,23,3.97,0.41,False,False,Out-of-network,129,False,Hospital_14,2.54,North,1,0.999458
P01815,Provider_1815,City_15,CO,39.7501,-105.5821,ENT,Urology,Specialty Care,10,220,55,1.17,0.87,False,False,In-network,82,False,Hospital_15,1.33,East,1,0.99956197
P01816,Provider_1816,City_16,AZ,34.2989,-110.8437,Gastroenterology,Urology,Specialty Care,11,420,27,3.42,0.75,False,False,Out-of-network,467,True,Hospital_16,3.27,North,1,0.9998808
P01817,Provider_1817,City_17,MI,44.6148,-85.3024,Orthopedics,Cardiology,Surgical,6,400,10,2.1,0.7,True,False,Out-of-network,162,True,Hospital_17,3.7,North,1,0.99988866
P01818,Provider_1818,City_18,WA,48.1011,-120.3901,Urology,Neurology,Specialty Care,26,380,39,4.68,0.3,False,False,Out-of-network,226,True,Hospital_18,3.67,North,1,0.9998622
P01819,Provider_1819,City_19,MA,42.8072,-70.9824,Neurology,Pediatrics,Specialty Care,6,450,28,2.23,0.44,False,True,Out-of-network,325,True,Hospital_19,4.89,North,1,0.99884427
P01820,Provider_1820,City_20,AZ,34.4989,-110.6437,Cardiology,Gastroenterology,Specialty Care,4,500,22,4.55,0.72,False,False,In-network,184,True,Hospital_20,2.64,East,0,0.0041760663
P01821,Provider_1821,City_21,OH,40.4173,-82.9071,General Practice,Endocrinology,Primary Care,27,100,8,4.08,0.99,True,False,In-network,158,False,Hospital_21,2.04,South,1,0.9995641
P01822,Provider_1822,City_22,MA,42.4572,-71.3324,Neurology,Urology,Specialty Care,14,450,30,1.57,0.53,False,True,In-network,236,True,Hospital_22,1.46,South,0,0.0028312707
P01823,Provider_1823,City_23,TX,32.0686,-99.8018,Pediatrics,Neurology,Primary Care,4,150,9,3.55,0.73,True,False,Out-of-network,147,False,Hospital_23,3.86,East,1,0.99988925
P01824,Provider_1824,City_24,WA,47.9011,-120.5901,Endocrinology,Psychiatry,Specialty Care,39,400,40,3.75,0.3,True,False,In-network,221,False,Hospital_24,2.44,South,1,0.999458
P01825,Provider_1825,City_25,OH,40.6173,-82.7071,Psychiatry,Pediatrics,Specialty Care,39,250,41,1.35,0.93,False,True,Out-of-network,371,True,Hospital_25,2.29,East,1,0.99952865
P01826,Provider_1826,City_26,AZ,34.2989,-110.8437,Ophthalmology,Endocrinology,Specialty Care,40,180,11,2.13,0.57,False,True,In-network,169,True,Hospital_26,3.03,South,1,0.99988866
P01827,Provider_1827,City_27,NC,36.0596,-78.7193,Orthopedics,Endocrinology,Surgical,37,400,20,2.42,0.77,False,True,Out-of-network,377,True,Hospital_27,2.52,East,1,0.99952865
P01828,Provider_1828,City_28,NY,43.6494,-73.8679,Gastroenterology,Gastroenterology,Specialty Care,23,420,40,2.86,0.18,True,False,Out-of-network,205,False,Hospital_28,4.47,North,1,0.9998615
P01829,Provider_1829,City_29,OH,40.8173,-82.5071,Endocrinology,Pediatrics,Specialty Care,36,400,44,2.38,0.94,True,True,Out-of-network,75,True,Hospital_29,1.71,South,1,0.99956197
P01830,Provider_1830,City_30,NV,39.2526,-115.9694,Pediatrics,General Practice,Primary Care,1,150,49,1.23,0.6,False,False,Out-of-network,232,False,Hospital_30,4.61,West,1,0.99988866
P01831,Provider_1831,City_31,WA,47.7511,-120.7401,Ophthalmology,Urology,Specialty Care,1,180,50,1.23,0.7,False,True,Out-of-network,125,True,Hospital_31,3.1,North,1,0.99988866
P01832,Provider_1832,City_32,IL,40.6831,-89.3485,General Practice,Orthopedics,Primary Care,6,100,48,3.46,0.98,False,True,Out-of-network,374,False,Hospital_32,2.53,West,1,0.99953103
P01833,Provider_1833,City_33,MA,42.5072,-71.2824,Orthopedics,Neurology,Surgical,18,400,23,4.32,0.63,True,False,Out-of-network,116,True,Hospital_33,1.15,North,1,0.9995641
P01834,Provider_1834,City_34,WA,47.9011,-120.5901,Neurology,Endocrinology,Specialty Care,20,450,55,4.71,0.97,False,True,In-network,114,False,Hospital_34,2.2,South,0,0.0028457039
P01835,Provider_1835,City_35,PA,41.4033,-76.9945,Pediatrics,General Practice,Primary Care,31,150,46,3.31,0.79,False,False,In-network,209,False,Hospital_35,4.16,North,1,0.99988925
P01836,Provider_1836,City_36,CA,37.0283,-119.1679,Cardiology,Psychiatry,Specialty Care,4,500,13,2.5,0.43,True,True,In-network,262,True,Hospital_36,4.36,East,1,0.99892586
P01837,Provider_1837,City_37,OH,40.7173,-82.6071,Orthopedics,Urology,Surgical,28,400,44,1.06,0.47,True,False,In-network,475,False,Hospital_37,3.33,North,1,0.999851
P01838,Provider_1838,City_38,NC,36.1096,-78.6693,Cardiology,Orthopedics,Specialty Care,24,500,60,1.85,0.04,False,True,In-network,119,True,Hospital_38,2.87,East,0,0.009775628
P01839,Provider_1839,City_39,NC,36.1596,-78.6193,General Practice,Gastroenterology,Primary Care,35,100,28,1.86,0.25,False,True,Out-of-network,101,False,Hospital_39,2.23,South,1,0.99945515
P01840,Provider_1840,City_40,WA,48.2011,-120.2901,General Practice,ENT,Primary Care,8,100,56,2.95,0.41,False,False,Out-of-network,317,False,Hospital_40,4.68,East,1,0.999851
P01841,Provider_1841,City_41,NY,43.2994,-74.2179,Psychiatry,Neurology,Specialty Care,16,250,19,1.87,0.6,False,True,Out-of-network,104,True,Hospital_41,4.45,East,1,0.99988866
P01842,Provider_1842,City_42,NV,38.8526,-116.3694,Cardiology,Gastroenterology,Specialty Care,7,500,11,2.42,0.74,False,False,Out-of-network,466,True,Hospital_42,4.17,West,1,0.9990707
P01843,Provider_1843,City_43,NY,43.3994,-74.1179,General Practice,Endocrinology,Primary Care,30,100,14,2.71,0.58,True,False,Out-of-network,402,False,Hospital_43,3.68,West,1,0.9998802
P01844,Provider_1844,City_44,MI,44.4648,-85.4524,Ophthalmology,Orthopedics,Specialty Care,2,180,27,1.19,0.95,True,True,Out-of-network,207,True,Hospital_44,4.67,North,1,0.99988866
P01845,Provider_1845,City_45,AZ,34.2489,-110.8937,General Practice,Dermatology,Primary Care,36,100,30,4.29,0.73,False,False,Out-of-network,232,False,Hospital_45,3.8,East,1,0.99988925
P01846,Provider_1846,City_46,MA,42.6572,-71.1324,General Practice,Urology,Primary Care,21,100,13,2.36,0.12,True,True,In-network,297,False,Hospital_46,3.75,North,1,0.999851
P01847,Provider_1847,City_47,MI,44.6148,-85.3024,Psychiatry,Cardiology,Specialty Care,20,250,48,3.46,0.42,True,False,Out-of-network,137,False,Hospital_47,1.79,South,1,0.999458
P01848,Provider_1848,City_48,FL,28.3444,-81.4103,Urology,Pediatrics,Specialty Care,10,380,7,4.29,0.85,False,False,Out-of-network,325,False,Hospital_48,4.78,West,1,0.9998808
P01849,Provider_1849,City_49,TX,32.3686,-99.5018,Orthopedics,Neurology,Surgical,15,400,18,3.51,0.62,True,True,In-network,416,False,Hospital_49,4.64,North,1,0.9998808
P01850,Provider_1850,City_50,NC,36.2096,-78.5693,Psychiatry,Endocrinology,Specialty Care,17,250,37,4.58,0.37,True,False,In-network,473,False,Hospital_50,3.83,North,1,0.9998517
P01851,Provider_1851,City_51,MI,44.3148,-85.6024,Dermatology,Pediatrics,Specialty Care,2,200,34,2.97,0.79,False,False,Out-of-network,393,False,Hospital_51,1.02,East,1,0.99952865
P01852,Provider_1852,City_52,WA,47.8011,-120.6901,General Practice,Neurology,Primary Care,11,100,30,1.46,0.18,False,False,Out-of-network,177,False,Hospital_52,2.71,South,1,0.99965477
P01853,Provider_1853,City_53,NY,43.3994,-74.1179,Cardiology,Ophthalmology,Specialty Care,13,500,55,1.23,0.96,True,False,Out-of-network,366,False,Hospital_53,2.91,West,0,0.015301101
P01854,Provider_1854,City_54,MI,44.4648,-85.4524,Ophthalmology,Cardiology,Specialty Care,28,180,24,1.92,1.0,True,False,In-network,375,True,Hospital_54,4.3,East,1,0.9998802
P01855,Provider_1855,City_55,NC,35.9596,-78.8193,Endocrinology,Cardiology,Specialty Care,20,400,46,3.42,0.46,True,False,In-network,462,True,Hospital_55,1.61,South,1,0.9994167
P01856,Provider_1856,City_56,NC,36.0096,-78.7693,Urology,General Practice,Specialty Care,37,380,52,4.74,0.38,False,True,In-network,179,False,Hospital_56,2.08,South,1,0.999458
P01857,Provider_1857,City_57,OH,40.7173,-82.6071,Cardiology,Orthopedics,Specialty Care,39,500,56,2.21,0.16,True,True,In-network,285,False,Hospital_57,3.13,North,1,0.99884427
P01858,Provider_1858,City_58,FL,28.3444,-81.4103,Pediatrics,General Practice,Primary Care,18,150,35,2.67,0.72,True,False,Out-of-network,286,False,Hospital_58,1.35,East,1,0.99952865
P01859,Provider_1859,City_59,WA,48.1511,-120.3401,Dermatology,Ophthalmology,Specialty Care,31,200,49,4.28,0.51,False,True,Out-of-network,133,False,Hospital_59,2.53,West,1,0.9995641
P01860,Provider_1860,City_60,CA,37.2283,-118.9679,Pediatrics,General Practice,Primary Care,2,150,31,1.12,0.83,False,True,Out-of-network,203,True,Hospital_60,1.42,North,1,0.99956197
P01861,Provider_1861,City_61,CA,36.7783,-119.4179,Neurology,Orthopedics,Specialty Care,13,450,58,3.5,0.79,True,True,In-network,188,True,Hospital_61,4.53,North,1,0.9991406
P01862,Provider_1862,City_62,TX,32.0186,-99.8518,General Practice,Orthopedics,Primary Care,35,100,41,3.03,0.35,True,True,Out-of-network,441,False,Hospital_62,2.97,South,1,0.99977547
P01863,Provider_1863,City_63,CO,39.6501,-105.6821,Orthopedics,Endocrinology,Surgical,26,400,51,2.55,0.3,True,True,In-network,291,False,Hospital_63,3.44,North,1,0.999851
P01864,Provider_1864,City_64,MI,44.4648,-85.4524,Neurology,Urology,Specialty Care,2,450,48,3.51,0.12,True,True,In-network,353,True,Hospital_64,2.95,South,0,0.014566095
P01865,Provider_1865,City_65,IL,40.8331,-89.1985,ENT,Pediatrics,Specialty Care,29,220,21,4.43,0.19,True,False,Out-of-network,60,False,Hospital_65,4.38,West,1,0.9998622
P01866,Provider_1866,City_66,MI,44.5648,-85.3524,Ophthalmology,Psychiatry,Specialty Care,13,180,27,1.32,0.53,True,True,Out-of-network,408,False,Hospital_66,1.41,North,1,0.99952865
P01867,Provider_1867,City_67,CA,37.0783,-119.1179,Ophthalmology,Endocrinology,Specialty Care,18,180,21,4.58,0.23,True,False,In-network,468,False,Hospital_67,3.67,West,1,0.9998517
P01868,Provider_1868,City_68,OH,40.7673,-82.5571,Neurology,Orthopedics,Specialty Care,9,450,57,1.2,0.96,True,True,Out-of-network,160,False,Hospital_68,2.82,West,0,0.010719541
P01869,Provider_1869,City_69,MA,42.8072,-70.9824,Pediatrics,Endocrinology,Primary Care,26,150,25,4.8,0.21,True,True,In-network,220,True,Hospital_69,3.32,North,1,0.9998622
P01870,Provider_1870,City_70,WA,48.2011,-120.2901,ENT,Neurology,Specialty Care,15,220,32,3.81,0.75,False,False,In-network,331,True,Hospital_70,3.7,North,1,0.9998808
P01871,Provider_1871,City_71,NC,35.7596,-79.0193,Gastroenterology,Orthopedics,Specialty Care,40,420,52,2.19,0.42,True,True,Out-of-network,374,False,Hospital_71,2.54,South,1,0.9994137
P01872,Provider_1872,City_72,NC,35.8096,-78.9693,ENT,ENT,Specialty Care,4,220,25,1.04,0.14,False,True,In-network,482,True,Hospital_72,4.08,North,1,0.999851
P01873,Provider_1873,City_73,TX,32.0686,-99.8018,Pediatrics,General Practice,Primary Care,26,150,46,3.37,0.47,True,False,Out-of-network,196,True,Hospital_73,4.43,West,1,0.9998622
P01874,Provider_1874,City_74,PA,41.3533,-77.0445,Pediatrics,Urology,Primary Care,8,150,15,1.14,0.51,True,False,In-network,427,True,Hospital_74,1.44,West,1,0.99952865
P01875,Provider_1875,City_75,NY,43.4994,-74.0179,Ophthalmology,Neurology,Specialty Care,36,180,57,3.67,0.58,True,True,Out-of-network,348,True,Hospital_75,4.05,North,1,0.9998808
P01876,Provider_1876,City_76,IL,40.8831,-89.1485,Urology,Ophthalmology,Specialty Care,13,380,57,4.81,0.25,False,False,In-network,405,True,Hospital_76,3.96,South,1,0.9998517
P01877,Provider_1877,City_77,CO,39.8501,-105.4821,Endocrinology,Pediatrics,Specialty Care,34,400,29,4.65,0.3,True,True,Out-of-network,453,True,Hospital_77,4.08,East,1,0.9998517
P01878,Provider_1878,City_78,CA,37.1283,-119.0679,Psychiatry,Urology,Specialty Care,32,250,6,5.0,0.49,True,False,In-network,156,False,Hospital_78,3.83,East,1,0.99988925
P01879,Provider_1879,City_79,NY,43.6994,-73.8179,Endocrinology,Urology,Specialty Care,20,400,18,2.25,0.45,True,True,Out-of-network,196,True,Hospital_79,4.58,West,1,0.9998615
P01880,Provider_1880,City_80,AZ,34.4989,-110.6437,Dermatology,Gastroenterology,Specialty Care,28,200,30,3.7,0.14,True,False,Out-of-network,400,False,Hospital_80,2.08,North,1,0.9994167
P01881,Provider_1881,City_81,NC,35.7596,-79.0193,Urology,ENT,Specialty Care,31,380,41,3.21,0.05,False,False,In-network,70,True,Hospital_81,3.37,North,1,0.9998622
P01882,Provider_1882,City_82,OH,40.4673,-82.8571,Psychiatry,Dermatology,Specialty Care,10,250,19,3.34,0.9,True,True,Out-of-network,151,False,Hospital_82,4.45,South,1,0.99988925
P01883,Provider_1883,City_83,GA,32.2656,-82.8001,Dermatology,Urology,Specialty Care,5,200,38,2.73,0.45,False,True,Out-of-network,349,True,Hospital_83,2.77,East,1,0.9996923
P01884,Provider_1884,City_84,CO,39.7001,-105.6321,General Practice,Ophthalmology,Primary Care,30,100,28,1.94,0.04,True,False,In-network,387,False,Hospital_84,1.75,West,1,0.9994137
P01885,Provider_1885,City_85,OH,40.6173,-82.7071,Endocrinology,Gastroenterology,Specialty Care,32,400,16,4.2,0.17,False,True,Out-of-network,408,False,Hospital_85,4.54,West,1,0.9998517
P01886,Provider_1886,City_86,IL,40.8831,-89.1485,Endocrinology,ENT,Specialty Care,11,400,21,3.94,0.01,True,True,In-network,371,True,Hospital_86,1.21,North,1,0.9994167
P01887,Provider_1887,City_87,GA,32.4656,-82.6001,Endocrinology,Cardiology,Specialty Care,3,400,17,4.18,0.38,False,False,In-network,256,True,Hospital_87,2.44,North,1,0.999458
P01888,Provider_1888,City_88,CA,37.1283,-119.0679,Pediatrics,Neurology,Primary Care,13,150,30,4.5,0.82,False,True,Out-of-network,137,False,Hospital_88,3.41,East,1,0.99988925
P01889,Provider_1889,City_89,MA,42.8072,-70.9824,Cardiology,Cardiology,Specialty Care,17,500,10,4.31,0.42,False,False,In-network,458,True,Hospital_89,2.63,North,0,0.0031232508
P01890,Provider_1890,City_90,IL,41.0831,-88.9485,Neurology,Pediatrics,Specialty Care,17,450,41,4.47,0.1,True,False,Out-of-network,292,False,Hospital_90,3.81,West,1,0.9988501
P01891,Provider_1891,City_91,OH,40.4173,-82.9071,Ophthalmology,Ophthalmology,Specialty Care,21,180,59,3.38,0.4,True,True,Out-of-network,114,False,Hospital_91,1.69,West,1,0.999458
P01892,Provider_1892,City_92,CO,39.6001,-105.7321,Cardiology,General Practice,Specialty Care,4,500,26,2.43,0.66,True,True,Out-of-network,454,False,Hospital_92,2.03,South,0,0.0026315362
P01893,Provider_1893,City_93,MA,42.5072,-71.2824,General Practice,Dermatology,Primary Care,36,100,5,4.48,0.27,False,True,In-network,195,False,Hospital_93,1.2,North,1,0.999458
P01894,Provider_1894,City_94,MA,42.5572,-71.2324,Dermatology,Pediatrics,Specialty Care,12,200,57,3.1,0.68,True,False,Out-of-network,436,False,Hospital_94,3.61,East,1,0.9998808
P01895,Provider_1895,City_95,NV,39.0026,-116.2194,Urology,Urology,Specialty Care,7,380,51,4.67,0.85,False,False,In-network,319,True,Hospital_95,4.61,East,1,0.9998808
P01896,Provider_1896,City_96,MA,42.6572,-71.1324,Ophthalmology,Dermatology,Specialty Care,39,180,23,2.38,0.64,False,True,Out-of-network,416,False,Hospital_96,3.26,North,1,0.9998802
P01897,Provider_1897,City_97,TX,32.2686,-99.6018,Ophthalmology,Ophthalmology,Specialty Care,16,180,37,2.9,0.74,False,True,In-network,216,False,Hospital_97,3.37,West,1,0.99988866
P01898,Provider_1898,City_98,NV,39.1526,-116.0694,Gastroenterology,Gastroenterology,Specialty Care,27,420,48,4.4,0.34,False,False,In-network,460,True,Hospital_98,4.79,North,1,0.9998517
P01899,Provider_1899,City_99,PA,41.6033,-76.7945,Orthopedics,Endocrinology,Surgical,22,400,49,1.41,0.2,False,True,Out-of-network,78,False,Hospital_99,2.51,West,1,0.99945515
P01900,Provider_1900,City_100,FL,28.4444,-81.3103,Ophthalmology,Orthopedics,Specialty Care,2,180,44,3.18,0.46,False,False,Out-of-network,162,True,Hospital_100,3.12,East,1,0.9998622
P01901,Provider_1901,City_101,CO,39.5501,-105.7821,Urology,Orthopedics,Specialty Care,17,380,44,3.44,0.73,False,True,Out-of-network,109,True,Hospital_1,3.43,West,1,0.99988925
P01902,Provider_1902,City_102,AZ,34.0989,-111.0437,Neurology,ENT,Specialty Care,35,450,25,2.35,0.17,True,True,In-network,385,False,Hospital_2,2.16,South,0,0.0021167668
P01903,Provider_1903,City_103,TX,32.0686,-99.8018,Gastroenterology,Psychiatry,Specialty Care,16,420,29,3.61,0.91,True,True,Out-of-network,209,True,Hospital_3,4.83,East,1,0.99988925
P01904,Provider_1904,City_104,CA,36.9283,-119.2679,Ophthalmology,Neurology,Specialty Care,30,180,38,1.55,0.71,True,False,In-network,156,True,Hospital_4,4.68,North,1,0.99988866
P01905,Provider_1905,City_105,NY,43.4994,-74.0179,ENT,Psychiatry,Specialty Care,4,220,35,4.12,0.57,False,False,In-network,206,False,Hospital_5,1.41,North,1,0.9995641
P01906,Provider_1906,City_106,GA,32.4156,-82.6501,Neurology,Dermatology,Specialty Care,31,450,55,3.6,0.74,True,True,Out-of-network,316,False,Hospital_6,4.01,North,1,0.9990753
P01907,Provider_1907,City_107,OH,40.7173,-82.6071,Pediatrics,Dermatology,Primary Care,13,150,20,1.8,0.69,False,False,Out-of-network,143,False,Hospital_7,3.65,West,1,0.99988866
P01908,Provider_1908,City_108,NY,43.6494,-73.8679,Psychiatry,Neurology,Specialty Care,32,250,24,4.36,0.15,True,False,In-network,472,True,Hospital_8,2.94,South,1,0.9997298
P01909,Provider_1909,City_109,CA,37.1783,-119.0179,Endocrinology,Pediatrics,Specialty Care,3,400,27,2.4,0.3,True,True,Out-of-network,188,True,Hospital_9,1.83,West,1,0.99945515
P01910,Provider_1910,City_110,NC,36.2096,-78.5693,Gastroenterology,Dermatology,Specialty Care,21,420,20,2.58,0.87,True,False,In-network,91,False,Hospital_10,4.27,North,1,0.99988866
P01911,Provider_1911,City_111,GA,32.1656,-82.9001,Cardiology,Psychiatry,Specialty Care,10,500,50,1.01,1.0,True,False,In-network,133,True,Hospital_11,3.25,West,1,0.9991364
P01912,Provider_1912,City_112,NC,35.8096,-78.9693,ENT,Orthopedics,Specialty Care,34,220,26,1.92,0.34,True,True,In-network,324,False,Hospital_12,3.04,West,1,0.999851
P01913,Provider_1913,City_113,NV,38.9026,-116.3194,ENT,Cardiology,Specialty Care,7,220,25,2.39,0.22,True,True,Out-of-network,277,False,Hospital_13,3.74,East,1,0.99986184
P01914,Provider_1914,City_114,FL,28.1444,-81.6103,General Practice,Pediatrics,Primary Care,15,100,23,1.19,0.2,True,True,In-network,63,False,Hospital_14,4.23,East,1,0.9998615
P01915,Provider_1915,City_115,NC,35.9596,-78.8193,Ophthalmology,Ophthalmology,Specialty Care,15,180,22,4.47,0.89,False,False,Out-of-network,459,False,Hospital_15,3.01,North,1,0.9998808
P01916,Provider_1916,City_116,TX,32.2186,-99.6518,Cardiology,Cardiology,Specialty Care,5,500,42,2.62,0.26,True,True,In-network,178,False,Hospital_16,4.85,South,1,0.99892586
P01917,Provider_1917,City_117,WA,48.0511,-120.4401,Ophthalmology,Gastroenterology,Specialty Care,38,180,48,1.54,0.94,True,True,In-network,129,False,Hospital_17,1.16,West,1,0.99956197
P01918,Provider_1918,City_118,GA,32.5156,-82.5501,Orthopedics,Urology,Surgical,1,400,30,4.55,0.84,False,False,In-network,492,True,Hospital_18,3.9,North,1,0.9998808
P01919,Provider_1919,City_119,CA,37.1783,-119.0179,Gastroenterology,Urology,Specialty Care,22,420,58,2.03,0.63,False,False,In-network,214,False,Hospital_19,3.28,South,1,0.99988866
P01920,Provider_1920,City_120,NY,43.7494,-73.7679,Urology,Ophthalmology,Specialty Care,39,380,52,3.39,0.52,False,False,Out-of-network,107,False,Hospital_20,2.58,South,1,0.99970335
P01921,Provider_1921,City_121,MI,44.3148,-85.6024,Gastroenterology,Neurology,Specialty Care,13,420,5,2.7,0.25,False,False,Out-of-network,480,True,Hospital_21,4.26,West,1,0.999851
P01922,Provider_1922,City_122,GA,32.2156,-82.8501,Gastroenterology,Cardiology,Specialty Care,16,420,12,1.69,0.11,False,True,In-network,437,True,Hospital_22,3.8,West,1,0.999851
P01923,Provider_1923,City_123,OH,40.5173,-82.8071,Psychiatry,Gastroenterology,Specialty Care,30,250,42,4.37,0.66,True,True,Out-of-network,73,True,Hospital_23,3.59,North,1,0.99988925
P01924,Provider_1924,City_124,MI,44.4648,-85.4524,Dermatology,Orthopedics,Specialty Care,21,200,19,4.11,0.46,False,False,In-network,409,True,Hospital_24,2.19,East,1,0.9994167
P01925,Provider_1925,City_125,MI,44.5148,-85.4024,Urology,Ophthalmology,Specialty Care,5,380,47,4.71,0.64,False,False,In-network,303,True,Hospital_25,4.51,East,1,0.9998808
